,Unnamed: 0,img,difficulty_score,split,root_output_dir,img_file,meta_file,xml_file,xml_path,labels,stimulus,set_size,has_label,target_condition
6705,6705,2009_004626,2.88915,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004626.jpg,none,Annotations/2009_004626.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004626.xml,[0],VSD,1,False,absent
6706,6706,2009_004628,2.949557,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004628.jpg,none,Annotations/2009_004628.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004628.xml,[11],VSD,1,True,present
6707,6707,2009_004629,3.08202,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004629.jpg,none,Annotations/2009_004629.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004629.xml,[1],VSD,1,False,absent
6708,6708,2009_004630,3.303752,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004630.jpg,none,Annotations/2009_004630.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004630.xml,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",VSD,14,False,absent
6709,6709,2009_004631,3.75,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004631.jpg,none,Annotations/2009_004631.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004631.xml,"[8, 15, 19]",VSD,3,False,absent
6710,6710,2009_004634,3.000122,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004634.jpg,none,Annotations/2009_004634.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004634.xml,[11],VSD,1,True,present
6711,6711,2009_004635,3.18,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004635.jpg,none,Annotations/2009_004635.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004635.xml,"[3, 3, 3]",VSD,3,False,absent
6712,6712,2009_004639,2.71,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004639.jpg,none,Annotations/2009_004639.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004639.xml,[7],VSD,1,False,absent
6713,6713,2009_004642,3.35,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004642.jpg,none,Annotations/2009_004642.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004642.xml,"[1, 15]",VSD,2,False,absent
6714,6714,2009_004643,3.386982,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004643.jpg,none,Annotations/2009_004643.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004643.xml,"[13, 13, 13, 14, 14, 14, 14, 14]",VSD,8,False,absent
6715,6715,2009_004645,4.060421,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004645.jpg,none,Annotations/2009_004645.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004645.xml,"[15, 15, 15, 15, 15, 14, 11, 15]",VSD,8,True,present
6716,6716,2009_004647,3.252902,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004647.jpg,none,Annotations/2009_004647.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004647.xml,[14],VSD,1,False,absent
6717,6717,2009_004648,3.285535,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004648.jpg,none,Annotations/2009_004648.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004648.xml,"[11, 14]",VSD,2,True,present
6718,6718,2009_004651,3.469058,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004651.jpg,none,Annotations/2009_004651.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004651.xml,[13],VSD,1,False,absent
6719,6719,2009_004652,3.13,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004652.jpg,none,Annotations/2009_004652.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004652.xml,[2],VSD,1,False,absent
6720,6720,2009_004653,3.38,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004653.jpg,none,Annotations/2009_004653.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004653.xml,[0],VSD,1,False,absent
6721,6721,2009_004655,2.859,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004655.jpg,none,Annotations/2009_004655.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004655.xml,[7],VSD,1,False,absent
6722,6722,2009_004656,2.999404,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004656.jpg,none,Annotations/2009_004656.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004656.xml,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",VSD,14,False,absent
6723,6723,2009_004661,2.82,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004661.jpg,none,Annotations/2009_004661.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004661.xml,"[2, 2]",VSD,2,False,absent
6724,6724,2009_004662,2.96,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004662.jpg,none,Annotations/2009_004662.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004662.xml,"[12, 12, 12]",VSD,3,False,absent
6725,6725,2009_004664,3.318895,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004664.jpg,none,Annotations/2009_004664.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004664.xml,"[14, 1]",VSD,2,False,absent
6726,6726,2009_004667,3.274757,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004667.jpg,none,Annotations/2009_004667.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004667.xml,"[5, 6, 14, 14]",VSD,4,False,absent
6727,6727,2009_004669,3.39,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004669.jpg,none,Annotations/2009_004669.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004669.xml,"[18, 14, 14]",VSD,3,False,absent
6728,6728,2009_004670,3.04,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004670.jpg,none,Annotations/2009_004670.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004670.xml,[5],VSD,1,False,absent
6729,6729,2009_004671,3.61,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004671.jpg,none,Annotations/2009_004671.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004671.xml,"[18, 14, 14]",VSD,3,False,absent
6730,6730,2009_004674,3.389136,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004674.jpg,none,Annotations/2009_004674.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004674.xml,"[17, 8, 14, 14, 14]",VSD,5,False,absent
6731,6731,2009_004677,3.336464,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004677.jpg,none,Annotations/2009_004677.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004677.xml,"[18, 14, 14]",VSD,3,False,absent
6732,6732,2009_004679,3.243705,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004679.jpg,none,Annotations/2009_004679.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004679.xml,"[9, 14]",VSD,2,False,absent
6733,6733,2009_004681,3.19,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004681.jpg,none,Annotations/2009_004681.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004681.xml,"[5, 14, 5]",VSD,3,False,absent
6734,6734,2009_004683,3.030357,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004683.jpg,none,Annotations/2009_004683.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004683.xml,"[11, 7]",VSD,2,True,present
6735,6735,2009_004684,4.30132,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004684.jpg,none,Annotations/2009_004684.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004684.xml,"[6, 6, 6]",VSD,3,False,absent
6736,6736,2009_004686,3.08,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004686.jpg,none,Annotations/2009_004686.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004686.xml,[2],VSD,1,False,absent
6737,6737,2009_004687,3.481828,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004687.jpg,none,Annotations/2009_004687.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004687.xml,"[17, 8]",VSD,2,False,absent
6738,6738,2009_004688,3.638931,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004688.jpg,none,Annotations/2009_004688.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004688.xml,[11],VSD,1,True,present
6739,6739,2009_004694,3.944976,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004694.jpg,none,Annotations/2009_004694.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004694.xml,"[14, 14, 4, 14, 6]",VSD,5,False,absent
6740,6740,2009_004697,3.02,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004697.jpg,none,Annotations/2009_004697.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004697.xml,[14],VSD,1,False,absent
6741,6741,2009_004701,4.789301,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004701.jpg,none,Annotations/2009_004701.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004701.xml,"[17, 4, 4, 14, 14]",VSD,5,False,absent
6742,6742,2009_004705,2.78,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004705.jpg,none,Annotations/2009_004705.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004705.xml,[7],VSD,1,False,absent
6743,6743,2009_004706,3.39,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004706.jpg,none,Annotations/2009_004706.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004706.xml,"[16, 16]",VSD,2,False,absent
6744,6744,2009_004708,3.36,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004708.jpg,none,Annotations/2009_004708.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004708.xml,[18],VSD,1,False,absent
6745,6745,2009_004709,3.127795,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004709.jpg,none,Annotations/2009_004709.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004709.xml,[0],VSD,1,False,absent
6746,6746,2009_004710,3.26,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004710.jpg,none,Annotations/2009_004710.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004710.xml,"[14, 1]",VSD,2,False,absent
6747,6747,2009_004713,2.971066,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004713.jpg,none,Annotations/2009_004713.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004713.xml,"[2, 2, 2, 2, 2]",VSD,5,False,absent
6748,6748,2009_004716,2.92726,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004716.jpg,none,Annotations/2009_004716.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004716.xml,[11],VSD,1,True,present
6749,6749,2009_004718,3.068778,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004718.jpg,none,Annotations/2009_004718.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004718.xml,"[17, 14, 8]",VSD,3,False,absent
6750,6750,2009_004719,3.005427,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004719.jpg,none,Annotations/2009_004719.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004719.xml,[19],VSD,1,False,absent
6751,6751,2009_004720,4.294192,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004720.jpg,none,Annotations/2009_004720.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004720.xml,"[10, 8, 8, 8, 10, 8]",VSD,6,False,absent
6752,6752,2009_004721,3.331058,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004721.jpg,none,Annotations/2009_004721.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004721.xml,[7],VSD,1,False,absent
6753,6753,2009_004723,2.84,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004723.jpg,none,Annotations/2009_004723.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004723.xml,[2],VSD,1,False,absent
6754,6754,2009_004728,3.037656,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004728.jpg,none,Annotations/2009_004728.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004728.xml,[11],VSD,1,True,present
6755,6755,2009_004730,3.42,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004730.jpg,none,Annotations/2009_004730.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004730.xml,[18],VSD,1,False,absent
6756,6756,2009_004731,3.4533620000000003,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004731.jpg,none,Annotations/2009_004731.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004731.xml,"[1, 6, 6, 14]",VSD,4,False,absent
6757,6757,2009_004732,3.27,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004732.jpg,none,Annotations/2009_004732.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004732.xml,"[5, 5]",VSD,2,False,absent
6758,6758,2009_004734,3.68,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004734.jpg,none,Annotations/2009_004734.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004734.xml,"[10, 8, 8, 8, 8, 8, 8]",VSD,7,False,absent
6759,6759,2009_004737,2.799314,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004737.jpg,none,Annotations/2009_004737.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004737.xml,[8],VSD,1,False,absent
6760,6760,2009_004738,2.947422,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004738.jpg,none,Annotations/2009_004738.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004738.xml,"[13, 14]",VSD,2,False,absent
6761,6761,2009_004744,3.007023,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004744.jpg,none,Annotations/2009_004744.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004744.xml,[11],VSD,1,True,present
6762,6762,2009_004745,3.039845,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004745.jpg,none,Annotations/2009_004745.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004745.xml,"[15, 4]",VSD,2,False,absent
6763,6763,2009_004746,2.922866,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004746.jpg,none,Annotations/2009_004746.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004746.xml,[8],VSD,1,False,absent
6764,6764,2009_004748,3.185,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004748.jpg,none,Annotations/2009_004748.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004748.xml,"[6, 6]",VSD,2,False,absent
6765,6765,2009_004749,3.096155,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004749.jpg,none,Annotations/2009_004749.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004749.xml,"[4, 4]",VSD,2,False,absent
6766,6766,2009_004754,2.65,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004754.jpg,none,Annotations/2009_004754.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004754.xml,[2],VSD,1,False,absent
6767,6767,2009_004756,3.2669490000000003,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004756.jpg,none,Annotations/2009_004756.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004756.xml,"[14, 13]",VSD,2,False,absent
6768,6768,2009_004758,3.35,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004758.jpg,none,Annotations/2009_004758.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004758.xml,"[1, 1, 14, 14, 14, 14]",VSD,6,False,absent
6769,6769,2009_004759,3.265,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004759.jpg,none,Annotations/2009_004759.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004759.xml,"[13, 13, 14]",VSD,3,False,absent
6770,6770,2009_004760,3.49,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004760.jpg,none,Annotations/2009_004760.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004760.xml,"[19, 19, 8, 8]",VSD,4,False,absent
6771,6771,2009_004761,3.16,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004761.jpg,none,Annotations/2009_004761.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004761.xml,[14],VSD,1,False,absent
6772,6772,2009_004763,3.37,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004763.jpg,none,Annotations/2009_004763.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004763.xml,"[11, 19]",VSD,2,True,present
6773,6773,2009_004764,3.38,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004764.jpg,none,Annotations/2009_004764.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004764.xml,[4],VSD,1,False,absent
6774,6774,2009_004765,3.639555,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004765.jpg,none,Annotations/2009_004765.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004765.xml,"[2, 2]",VSD,2,False,absent
6775,6775,2009_004766,3.192203,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004766.jpg,none,Annotations/2009_004766.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004766.xml,[18],VSD,1,False,absent
6776,6776,2009_004768,2.92,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004768.jpg,none,Annotations/2009_004768.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004768.xml,[16],VSD,1,False,absent
6777,6777,2009_004769,3.87153,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004769.jpg,none,Annotations/2009_004769.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004769.xml,"[10, 8, 8, 8]",VSD,4,False,absent
6778,6778,2009_004771,3.29,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004771.jpg,none,Annotations/2009_004771.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004771.xml,"[18, 14, 14]",VSD,3,False,absent
6779,6779,2009_004772,3.05,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004772.jpg,none,Annotations/2009_004772.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004772.xml,[11],VSD,1,True,present
6780,6780,2009_004779,3.19,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004779.jpg,none,Annotations/2009_004779.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004779.xml,[7],VSD,1,False,absent
6781,6781,2009_004780,3.418074,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004780.jpg,none,Annotations/2009_004780.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004780.xml,"[3, 3]",VSD,2,False,absent
6782,6782,2009_004781,4.121136,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004781.jpg,none,Annotations/2009_004781.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004781.xml,"[1, 14]",VSD,2,False,absent
6783,6783,2009_004782,3.142746,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004782.jpg,none,Annotations/2009_004782.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004782.xml,"[17, 11, 14]",VSD,3,True,present
6784,6784,2009_004784,3.2,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004784.jpg,none,Annotations/2009_004784.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004784.xml,"[14, 14, 8, 8, 14, 14, 8, 14]",VSD,8,False,absent
6785,6785,2009_004786,3.358165,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004786.jpg,none,Annotations/2009_004786.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004786.xml,"[3, 3, 14, 14, 14, 14, 14, 14, 14, 14]",VSD,10,False,absent
6786,6786,2009_004787,3.108,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004787.jpg,none,Annotations/2009_004787.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004787.xml,[9],VSD,1,False,absent
6787,6787,2009_004789,3.223841,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004789.jpg,none,Annotations/2009_004789.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004789.xml,"[5, 5, 5]",VSD,3,False,absent
6788,6788,2009_004790,3.14,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004790.jpg,none,Annotations/2009_004790.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004790.xml,[12],VSD,1,False,absent
6789,6789,2009_004794,3.512911,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004794.jpg,none,Annotations/2009_004794.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004794.xml,"[10, 15, 14, 14, 14, 14, 4]",VSD,7,False,absent
6790,6790,2009_004796,3.03,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004796.jpg,none,Annotations/2009_004796.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004796.xml,[7],VSD,1,False,absent
6791,6791,2009_004797,3.17,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004797.jpg,none,Annotations/2009_004797.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004797.xml,[1],VSD,1,False,absent
6792,6792,2009_004798,3.04,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004798.jpg,none,Annotations/2009_004798.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004798.xml,"[14, 6]",VSD,2,False,absent
6793,6793,2009_004799,3.2914980000000003,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004799.jpg,none,Annotations/2009_004799.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004799.xml,[18],VSD,1,False,absent
6794,6794,2009_004801,3.09,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004801.jpg,none,Annotations/2009_004801.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004801.xml,"[13, 14]",VSD,2,False,absent
6795,6795,2009_004804,3.078835,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004804.jpg,none,Annotations/2009_004804.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004804.xml,[18],VSD,1,False,absent
6796,6796,2009_004805,3.244549,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004805.jpg,none,Annotations/2009_004805.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004805.xml,[16],VSD,1,False,absent
6797,6797,2009_004806,3.15,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004806.jpg,none,Annotations/2009_004806.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004806.xml,"[14, 14]",VSD,2,False,absent
6798,6798,2009_004812,3.22,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004812.jpg,none,Annotations/2009_004812.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004812.xml,"[0, 14, 14]",VSD,3,False,absent
6799,6799,2009_004813,3.19,test,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004813.jpg,none,Annotations/2009_004813.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004813.xml,"[7, 7, 7]",VSD,3,False,absent
6800,6800,2009_004815,2.959694,val,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004815.jpg,none,Annotations/2009_004815.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004815.xml,[12],VSD,1,False,absent
6801,6801,2009_004817,2.888069,train,/home/bart/Documents/data/voc/VOCdevkit/VOC2012,JPEGImages/2009_004817.jpg,none,Annotations/2009_004817.xml,/home/bart/Documents/data/voc/VOCdevkit/VOC2012/Annotations/2009_004817.xml,[2],VSD,1,False,absent
